date time	sample name	count type	cell count	dilution factor	concentration	result type	result	mean diameter	assay type	cell type
11/07/2014 12:57:37	new sample	FL	116	1.0	       1.30e+006	  	  	  6.8	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 12:57:37	new sample	BR-FL	48	1.0	       5.29e+005	BR-FL/BR	 29.0%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:07:24	new sample	BR	57	1.0	       6.33e+005	  	  	  6.1	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:07:24	new sample	FL	93	1.0	       1.04e+006	  	  	  6.7	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:07:24	new sample	BR-FL	-36	1.0	      -4.05e+005	BR-FL/BR	-63.9%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:08:57	new sample	BR	121	1.0	       1.34e+006	  	  	  6.0	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:08:57	new sample	FL	103	1.0	       1.14e+006	  	  	  6.2	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:08:57	new sample	BR-FL	18	1.0	       1.98e+005	BR-FL/BR	 14.7%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:10:30	new sample	BR	84	1.0	       9.31e+005	  	  	  5.9	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:10:30	new sample	FL	80	1.0	       8.91e+005	  	  	  6.5	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:10:30	new sample	BR-FL	4	1.0	       3.99e+004	BR-FL/BR	  4.3%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:12:06	new sample	BR	90	1.0	       1.01e+006	  	  	  7.4	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:12:06	new sample	FL	91	1.0	       1.02e+006	  	  	  7.8	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:12:06	new sample	BR-FL	-1	1.0	      -1.47e+004	BR-FL/BR	 -1.5%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:13:33	new sample	BR	106	1.0	       1.18e+006	  	  	  6.6	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:13:33	new sample	FL	77	1.0	       8.62e+005	  	  	  7.2	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:13:33	new sample	BR-FL	29	1.0	       3.19e+005	BR-FL/BR	 27.0%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:15:09	new sample	BR	91	1.0	       1.01e+006	  	  	  6.5	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:15:09	new sample	FL	87	1.0	       9.70e+005	  	  	  6.6	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:15:09	new sample	BR-FL	4	1.0	       4.39e+004	BR-FL/BR	  4.3%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:16:38	new sample	BR	67	1.0	       7.42e+005	  	  	  5.7	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:16:38	new sample	FL	104	1.0	       1.15e+006	  	  	  5.9	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:16:38	new sample	BR-FL	-37	1.0	      -4.11e+005	BR-FL/BR	-55.4%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:18:01	new sample	BR	106	1.0	       1.18e+006	  	  	  6.4	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:18:01	new sample	FL	95	1.0	       1.06e+006	  	  	  6.7	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:18:01	new sample	BR-FL	11	1.0	       1.20e+005	BR-FL/BR	 10.2%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:19:25	new sample	BR	102	1.0	       1.13e+006	  	  	  6.1	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:19:25	new sample	FL	80	1.0	       8.90e+005	  	  	  6.4	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:19:25	new sample	BR-FL	22	1.0	       2.42e+005	BR-FL/BR	 21.4%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:20:59	new sample	BR	82	1.0	       9.14e+005	  	  	  6.6	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:20:59	new sample	FL	68	1.0	       7.58e+005	  	  	  6.6	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:20:59	new sample	BR-FL	14	1.0	       1.55e+005	BR-FL/BR	 17.0%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:22:30	new sample	BR	162	1.0	       1.81e+006	  	  	  6.6	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:22:30	new sample	FL	131	1.0	       1.47e+006	  	  	  7.4	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:22:30	new sample	BR-FL	31	1.0	       3.36e+005	BR-FL/BR	 18.6%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:23:52	new sample	BR	149	1.0	       1.66e+006	  	  	  6.3	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:23:52	new sample	FL	112	1.0	       1.25e+006	  	  	  6.7	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:23:52	new sample	BR-FL	37	1.0	       4.08e+005	BR-FL/BR	 24.6%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:25:16	new sample	BR	169	1.0	       1.89e+006	  	  	  7.1	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:25:16	new sample	FL	123	1.0	       1.38e+006	  	  	  7.5	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:25:16	new sample	BR-FL	46	1.0	       5.11e+005	BR-FL/BR	 27.0%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:37:19	new sample	BR	66	1.0	       7.30e+005	  	  	  5.6	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:37:19	new sample	FL	77	1.0	       8.58e+005	  	  	  6.6	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:37:19	new sample	BR-FL	-11	1.0	      -1.28e+005	BR-FL/BR	-17.6%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:39:00	new sample	BR	82	1.0	       9.12e+005	  	  	  6.3	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:39:00	new sample	FL	78	1.0	       8.73e+005	  	  	  7.1	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:39:00	new sample	BR-FL	4	1.0	       3.94e+004	BR-FL/BR	  4.3%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:40:38	new sample	BR	68	1.0	       7.59e+005	  	  	  6.8	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:40:38	new sample	FL	71	1.0	       7.98e+005	  	  	  7.6	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:40:38	new sample	BR-FL	-3	1.0	      -3.89e+004	BR-FL/BR	 -5.1%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:42:14	new sample	BR	144	1.0	       1.60e+006	  	  	  6.3	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:42:14	new sample	FL	91	1.0	       1.01e+006	  	  	  6.5	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:42:14	new sample	BR-FL	53	1.0	       5.88e+005	BR-FL/BR	 36.7%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:43:42	new sample	BR	129	1.0	       1.43e+006	  	  	  6.3	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:43:42	new sample	FL	73	1.0	       8.16e+005	  	  	  6.9	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:43:42	new sample	BR-FL	56	1.0	       6.19e+005	BR-FL/BR	 43.1%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:45:08	new sample	BR	88	1.0	       9.82e+005	  	  	  6.8	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:45:08	new sample	FL	81	1.0	       9.04e+005	  	  	  6.7	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:45:08	new sample	BR-FL	7	1.0	       7.87e+004	BR-FL/BR	  8.0%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:46:47	new sample	BR	93	1.0	       1.03e+006	  	  	  6.3	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:46:47	new sample	FL	76	1.0	       8.48e+005	  	  	  6.7	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:46:47	new sample	BR-FL	17	1.0	       1.87e+005	BR-FL/BR	 18.0%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:48:08	new sample	BR	53	1.0	       5.89e+005	  	  	  6.2	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:48:08	new sample	FL	73	1.0	       8.15e+005	  	  	  6.7	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:48:08	new sample	BR-FL	-20	1.0	      -2.26e+005	BR-FL/BR	-38.3%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:49:31	new sample	BR	36	1.0	       4.02e+005	  	  	  6.7	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:49:31	new sample	FL	60	1.0	       6.74e+005	  	  	  7.5	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:49:31	new sample	BR-FL	-24	1.0	      -2.72e+005	BR-FL/BR	-67.8%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:50:55	new sample	BR	35	1.0	       3.90e+005	  	  	  6.6	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:50:55	new sample	FL	56	1.0	       6.23e+005	  	  	  6.4	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:50:55	new sample	BR-FL	-21	1.0	      -2.33e+005	BR-FL/BR	-59.7%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:52:25	new sample	BR	139	1.0	       1.55e+006	  	  	  6.7	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:52:25	new sample	FL	113	1.0	       1.26e+006	  	  	  6.7	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:52:25	new sample	BR-FL	26	1.0	       2.90e+005	BR-FL/BR	 18.7%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:53:49	new sample	BR	156	1.0	       1.73e+006	  	  	  6.1	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:53:49	new sample	FL	136	1.0	       1.51e+006	  	  	  6.2	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:53:49	new sample	BR-FL	20	1.0	       2.22e+005	BR-FL/BR	 12.8%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 13:55:28	new sample	BR	166	1.0	       1.85e+006	  	  	  6.8	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:55:28	new sample	FL	122	1.0	       1.37e+006	  	  	  7.4	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 13:55:28	new sample	BR-FL	44	1.0	       4.85e+005	BR-FL/BR	 26.1%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:31:41	new sample	BR	49	1.0	       5.43e+005	  	  	  5.8	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:31:41	new sample	FL	51	1.0	       5.70e+005	  	  	  7.0	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:31:41	new sample	BR-FL	-2	1.0	      -2.77e+004	BR-FL/BR	 -5.1%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:33:22	new sample	BR	111	1.0	       1.23e+006	  	  	  6.1	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:33:22	new sample	FL	54	1.0	       6.02e+005	  	  	  6.6	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:33:22	new sample	BR-FL	57	1.0	       6.30e+005	BR-FL/BR	 51.1%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:35:04	new sample	BR	142	1.0	       1.57e+006	  	  	  5.4	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:35:04	new sample	FL	60	1.0	       6.66e+005	  	  	  6.0	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:35:04	new sample	BR-FL	82	1.0	       9.02e+005	BR-FL/BR	 57.5%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:36:38	new sample	BR	73	1.0	       8.10e+005	  	  	  6.0	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:36:38	new sample	FL	64	1.0	       7.11e+005	  	  	  6.3	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:36:38	new sample	BR-FL	9	1.0	       9.83e+004	BR-FL/BR	 12.1%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:38:04	new sample	BR	30	1.0	       3.32e+005	  	  	  5.8	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:38:04	new sample	FL	59	1.0	       6.57e+005	  	  	  6.4	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:38:04	new sample	BR-FL	-29	1.0	      -3.24e+005	BR-FL/BR	-97.6%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:39:31	new sample	BR	43	1.0	       4.78e+005	  	  	  6.2	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:39:31	new sample	FL	68	1.0	       7.54e+005	  	  	  6.0	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:39:31	new sample	BR-FL	-25	1.0	      -2.77e+005	BR-FL/BR	-57.9%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:40:55	new sample	BR	97	1.0	       1.08e+006	  	  	  6.2	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:40:55	new sample	FL	79	1.0	       8.78e+005	  	  	  6.3	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:40:55	new sample	BR-FL	18	1.0	       2.00e+005	BR-FL/BR	 18.5%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:42:25	new sample	BR	0	1.0	       0.00e+000	  	  	  0.0	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:42:25	new sample	FL	69	1.0	       7.63e+005	  	  	  5.6	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:42:25	new sample	BR-FL	-69	1.0	      -7.63e+005	BR-FL/BR	  0.0%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:44:46	new sample	BR	58	1.0	       6.46e+005	  	  	  6.4	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:44:46	new sample	FL	57	1.0	       6.35e+005	  	  	  6.5	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:44:46	new sample	BR-FL	1	1.0	       1.08e+004	BR-FL/BR	  1.7%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:46:12	new sample	BR	17	1.0	       1.90e+005	  	  	  7.1	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:46:12	new sample	FL	34	1.0	       3.78e+005	  	  	  6.3	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:46:12	new sample	BR-FL	-17	1.0	      -1.88e+005	BR-FL/BR	-98.8%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:47:43	new sample	BR	175	1.0	       1.95e+006	  	  	  6.7	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:47:43	new sample	FL	129	1.0	       1.44e+006	  	  	  7.1	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:47:43	new sample	BR-FL	46	1.0	       5.09e+005	BR-FL/BR	 26.1%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:49:22	new sample	BR	134	1.0	       1.49e+006	  	  	  6.6	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:49:22	new sample	FL	99	1.0	       1.11e+006	  	  	  7.3	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:49:22	new sample	BR-FL	35	1.0	       3.84e+005	BR-FL/BR	 25.7%	 	Feeding Trial 1 SS_low conc	Algae RC

11/07/2014 14:50:43	new sample	BR	98	1.0	       1.09e+006	  	  	  6.3	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:50:43	new sample	FL	105	1.0	       1.17e+006	  	  	  6.7	Feeding Trial 1 SS_low conc	Algae RC
11/07/2014 14:50:43	new sample	BR-FL	-7	1.0	      -8.18e+004	BR-FL/BR	 -7.5%	 	Feeding Trial 1 SS_low conc	Algae RC

